,Product,Price,Image,Link,Reviews,Stars,Discount,Tikinow,Badge under price,Installment,gift
518,Bộ 3 Cái Phát Wifi Dạng Lưới Mesh Tenda Nova MW3 AC1200 - Hàng Nhập Khẩu,2.499.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/3f/c3/5a/1050c16b14c31e9bacf6ce5c0f365d64.jpg,https://tiki.vn/bo-3-cai-phat-wifi-dang-luoi-mesh-tenda-nova-mw3-ac1200-hang-nhap-khau-p15445767.html?src=ss-organic,Not available,Not available,No,No,No,No,No
519,Máy in Laser đơn năng đen trắng HP 107A + Tặng kèm thêm 1 Cartridge mực in HP 107A - W1107A_(4ZB77AB) - Hàng Chính Hãng,2.690.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/81/51/e6/5a26495bc5ee3687b43c39ecf5b4addf.png,https://tiki.vn/may-in-laser-don-nang-den-trang-hp-107a-tang-kem-them-1-cartridge-muc-in-hp-107a-w1107a_-4zb77ab-hang-chinh-hang-p57912964.html?src=ss-organic,13,4.2,-31%,Yes,No,No,No
520,Laptop Asus Vivobook D409DA-EK152T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng,11.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/3e/3a/62/9477434aea09dc5866b633a3b8e0bf30.jpg,https://tiki.vn/laptop-asus-vivobook-d409da-ek152t-amd-r5-3500u-4gb-ddr4-2400mhz-256gb-ssd-m-2-pcie-14-fhd-win10-hang-chinh-hang-p45151660.html?src=ss-organic,Not available,Not available,No,Yes,Yes,No,No
521,Totolink N302R Plus - Bộ Phát Wifi Chuẩn N Tốc Độ 300Mbps Mở Rộng Sóng - Hàng Chính Hãng,240.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/n/3/n302r-plus_photo001.jpg,https://tiki.vn/totolink-n302r-plus-bo-phat-wifi-chuan-n-toc-do-300mbps-mo-rong-song-hang-chinh-hang-p481772.html?src=ss-organic,37,4.1,-29%,Yes,Yes,No,No
522,Bộ Vi Xử Lý CPU AMD Ryzen 5 3500X Processors - Hàng Chính Hãng,3.650.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/e9/2a/90/2f2add63f8fc3ddba6c68941355a3a0c.jpg,https://tiki.vn/bo-vi-xu-ly-cpu-amd-ryzen-5-3500x-processors-hang-chinh-hang-p51050952.html?src=ss-organic,18,5.0,-11%,Yes,No,Yes,No
523,Ổ cứng SSD Crucial BX500 3D NAND SATA III 2.5 inch 240GB CT240BX500SSD1 - Hãng Chính Hãng,897.750 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/07/37/16/d8704e688315c47c15156ee8c3abd6fa.jpg,https://tiki.vn/o-cung-ssd-crucial-bx500-3d-nand-sata-iii-2-5-inch-240gb-ct240bx500ssd1-hang-chinh-hang-p6883921.html?src=ss-organic,Not available,Not available,-31%,Yes,Yes,No,No
524,TP-Link  TL-WN822N - USB Wifi (high gain) chuẩn N tốc độ 300Mbps - Hàng Chính Hãng,240.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/6f/42/88/dee27912320ff53676a5fe1e6ccaa246.jpg,https://tiki.vn/tp-link-tl-wn822n-usb-wifi-high-gain-chuan-n-to-c-do-300mbps-hang-chinh-hang-p416985.html?src=ss-organic,136,4.5,-26%,Yes,Yes,No,No
525,"Router Wifi 6 băng tần 2,4/5Ghz TP-Link Archer AX10 - Hàng Chính Hãng",1.769.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/82/fc/ad/28f5bb15b04bba402fd4b27c457b8ce8.jpg,https://tiki.vn/router-wifi-6-bang-tan-2-4-5ghz-tp-link-archer-ax10-hang-chinh-hang-p75590201.html?src=ss-organic,1,5.0,-53%,No,No,No,No
526,Ổ Cứng HDD WD Blue 2TB/256MB/5400/3.5 - WD20EZAZ- Hàng chính hãng,1.340.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/d2/96/2e/73ce79503390927ee319529493e77909.jpg,https://tiki.vn/o-cung-hdd-wd-blue-2tb-256mb-5400-3-5-wd20ezaz-hang-chinh-hang-p26166686.html?src=ss-organic,39,3.5,-29%,Yes,Yes,No,No
527,Hộp mực 12A hộp mực máy in cho Canon 2900 HPQ2612A 1020 M1005 M1010 1018,110.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/0c/b9/c1/68a71c0dd3c0009bb61036a59713a639.jpg,https://tiki.vn/hop-muc-12a-hop-muc-may-in-cho-canon-2900-hpq2612a-1020-m1005-m1010-1018-p14469139.html?src=ss-organic,14,4.1,-56%,Yes,No,No,No
528,Laptop Lenovo ThinkBook 14-IML 20RV00BEVN (Core i3-10110U/ 4GB RAM/ 1TB HDD/ 14 FHD/ Dos) - Hàng Chính Hãng,10.459.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/30/eb/1c/4e81989f9f3c63e62ef8511d2daf7053.jpg,https://tiki.vn/laptop-lenovo-thinkbook-14-iml-20rv00bevn-core-i3-10110u-4gb-ram-1tb-hdd-14-fhd-dos-hang-chinh-hang-p53840141.html?src=ss-organic,Not available,Not available,-16%,Yes,Yes,Yes,No
529,"Quạt tản nhiệt, Fan case coolmoon V2.2 Led RGB 2 vòng ring - Hàng chính hãng",67.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/5b/96/0f/7749a0fc7ff2108e268f4b25c2f9c252.jpg,https://tiki.vn/quat-tan-nhiet-fan-case-coolmoon-v2-2-led-rgb-2-vong-ring-hang-chinh-hang-p58583531.html?src=ss-organic,3,4.7,-29%,Yes,Yes,No,No
530,USB 3.0 SanDisk Ultra CZ48 64GB - Hàng Chính Hãng,229.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/s/d/sdcz48 064g u46.u2470.d20160916.t111727.683558.jpg,https://tiki.vn/usb-3-0-sandisk-ultra-cz48-64gb-hang-chinh-hang-p447638.html?src=ss-organic,3,3.7,-69%,No,No,No,No
531,Bộ Lưu Điện UPS Santak TG500 500VA 300W - Hàng Chính Hãng,975.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/c7/a9/ed/737176d8dfc1d3a87d85c84f5d20b50f.jpg,https://tiki.vn/bo-luu-dien-ups-santak-tg500-500va-300w-ha-ng-chi-nh-ha-ng-p10194812.html?src=ss-organic,46,4.8,-11%,Yes,No,No,No
532,Ổ Cứng Di Động WD My Passport Ultra - Hàng Nhập Khẩu,2.350.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/4b/b4/6c/7bd60c16f99920d056649e7c23ce2cdf.jpg,https://tiki.vn/o-cung-di-dong-wd-my-passport-ultra-hang-nhap-khau-p26315122.html?src=ss-organic,4,5.0,-13%,Yes,Yes,No,No
533,"Máy in nhãn cầm tay Brother PT-E110, máy in nhãn cáp, nhãn dây điện, mạng - Hàng chính hãng",793.600 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/54/9c/d6/6ac149393ebdff640e1f639906d8b6bc.jpg,https://tiki.vn/may-in-nhan-cam-tay-brother-pt-e110-may-in-nhan-cap-nhan-day-dien-mang-hang-chinh-hang-p10387236.html?src=ss-organic,51,4.8,-20%,Yes,No,No,No
534,Màn Hình AOC 22B1HS 22 inch (1920x1080) Full HD 5ms 60Hz IPS - Hàng Chính Hãng,2.350.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/6b/c4/1a/9712b8bbb9c12c0fcdf5c8a19e4d2e3b.jpg,https://tiki.vn/man-hinh-aoc-22b1hs-22-inch-1920x1080-full-hd-5ms-60hz-ips-hang-chinh-hang-p13114633.html?src=ss-organic,Not available,Not available,No,Yes,Yes,No,No
535,Ổ cứng SSD WD Blue SN550 250GB M.2 2280 NVMe Gen3 x4 WDS250G2B0C - Hàng Chính Hãng,1.070.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/e5/bd/ae/fc5c9d75d3972df01a5026e85f8d2ee9.jpg,https://tiki.vn/o-cung-ssd-wd-blue-sn550-250gb-m-2-2280-nvme-gen3-x4-wds250g2b0c-hang-chinh-hang-p54008310.html?src=ss-organic,62,4.7,-23%,Yes,No,No,No
536,GAMING PC - BN 1050Ti - G5400/ H310/ 8GB/ 120GB/ GTX 1050Ti/ 450W + MÀN HÌNH CONG 24 INCH CHUYÊN GAME CHO KHỞI ĐẦU HOÀN HẢO,10.500.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/gaming-pc-bn-1050ti-g5400-b365m-8gb-120gb-gtx-1050ti-450w-man-hinh-cong-24-inch-chuyen-game-cho-khoi-dau-hoan-hao-p39854315.html?src=ss-organic,4,4.8,-30%,Yes,No,No,No
537,Máy In Laser Trắng Đen Đa Năng HP Neverstop Laser 1200W (In/Copy/Scan/Wifi/Đen-4RY26A) - Hàng Chính Hãng,4.890.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/may-in-da-chuc-nang-hp-neverstop-laser-mfp-1200w-1y-wty_4ry26a-hang-chinh-hang-p23382542.html?src=ss-organic,20,4.6,-13%,Yes,No,Yes,No
538,"Bộ Phát Wifi 3G 4G OLAX WD680 Tốc Độ 150Mb Dùng Sim Tất Cả Nhà Mạng, Nhỏ Gọn Tiện Lợi - Hàng Chính hãng",596.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/bo-phat-wifi-3g-4g-olax-wd680-toc-do-150mb-dung-sim-tat-ca-nha-mang-nho-gon-tien-loi-hang-chinh-hang-p80934015.html?src=ss-organic,4,5.0,-34%,Yes,No,No,No
539,Bộ phát sóng Wifi Tenda 4 anten 300Mps F6 - Hàng Chính Hãng,294.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/05/0d/93/77280d56289b04d90fd180b04313e207.jpg,https://tiki.vn/bo-phat-song-wifi-tenda-4-anten-300mps-f6-hang-chinh-hang-p23171782.html?src=ss-organic,103,4.5,-29%,No,No,No,No
540,Laptop HP 340s G7 224L1PA (Core i3-1005G1/ 4GB DDR4 2666MHz/ 512GB SSD M.2 NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,11.719.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/4b/f9/f9/8a3ea4a8ca697b2cf60e9962a79d75dc.jpg,https://tiki.vn/laptop-hp-340s-g7-224l1pa-core-i3-1005g1-4gb-ddr4-2666mhz-512gb-ssd-m-2-nvme-14-fhd-ips-win10-hang-chinh-hang-p72535930.html?src=ss-organic,3,5.0,-10%,Yes,Yes,Yes,No
541,Ổ Cứng SSD Samsung 970 Pro MZ-V7P512BW 512GB NVMe M.2 2280 - Hàng Nhập Khẩu,3.350.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/96/79/dd/b13d4f7d79c80093d933e064697bd8f9.jpg,https://tiki.vn/o-cung-ssd-samsung-970-pro-mz-v7p512bw-512gb-nvme-m-2-2280-hang-nhap-khau-p8141062.html?src=ss-organic,16,5.0,-33%,Yes,Yes,Yes,Yes
542,Màn Hình Cong Gaming Samsung LC27JG54QQEXXV ( 26.9inch WQHD 4ms 144Hz VA AMD Freesync ) - Hàng Chính Hãng,6.800.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/da/0d/c8/0064fb7676e1c2533a77c5a35d0c6246.jpg,https://tiki.vn/man-hinh-cong-gaming-samsung-lc27jg54qqexxv-26-9inch-wqhd-4ms-144hz-va-amd-freesync-hang-chinh-hang-p65030877.html?src=ss-organic,11,5.0,-24%,Yes,Yes,Yes,No
543,Bộ Chia Mạng 8 Cổng 100mbps Totolink S808 – Hàng Chính Hãng,112.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/0/100049_a2.u2751.d20170419.t233115.387925.jpg,https://tiki.vn/bo-chia-mang-8-cong-100mbps-totolink-s808-hang-chinh-hang-p615977.html?src=ss-organic,16,4.6,-41%,Yes,No,No,No
544,Sạc dành cho Laptop Dell 19.5V - 3.34A (65w) Chân Kim To kích thước 7.4mm x 5.0mm - Hàng Nhập Khẩu,195.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/79/ad/c1/1c1f30567f8d5d09694741a1b8fdffdf.jpg,https://tiki.vn/sac-danh-cho-laptop-dell-19-5v-3-34a-65w-chan-kim-to-kich-thuoc-7-4mm-x-5-0mm-hang-nhap-khau-p25198038.html?src=ss-organic,21,4.3,-15%,Yes,No,No,No
545,Bộ tản nhiệt FAN CASE ID-COOLING DF-12025-ARGB TRIO 3pcs Pack - Hàng Chính Hãng,670.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f2/39/c5/b21e7afc2d68962b958e15eae0ec2a96.jpg,https://tiki.vn/bo-tan-nhiet-fan-case-id-cooling-df-12025-argb-trio-3pcs-pack-hang-chinh-hang-p38120774.html?src=ss-organic,29,4.8,-39%,Yes,Yes,No,No
546,Đế Tản Nhiệt Laptop N191 ( 1 Fan to chạy cực êm),58.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/ed/eb/2c/c26b910efc1260128b8484426cff6d91.jpg,https://tiki.vn/de-tan-nhiet-laptop-n191-1-fan-to-chay-cuc-em-p12111114.html?src=ss-organic,5,4.2,-69%,No,No,No,No
547,Màn Hình AOC I2781FH/BW/74 27 inch (1920x1080) Full HD 5ms 60Hz IPS - Hàng Chính Hãng,3.199.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/03/b1/d6/f0da69fda84a91fdabdfcc5a837000cb.jpg,https://tiki.vn/man-hinh-aoc-i2781fh-bw-74-27-inch-1920x1080-full-hd-5ms-60hz-ips-hang-chinh-hang-p13114637.html?src=ss-organic,5,4.0,-30%,Yes,Yes,No,No
548,Màn Hình Gaming Samsung S22F350FHE 22inch FullHD 4ms 60Hz TN - Hàng Chính Hãng,2.680.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/s/ls22f350fhexxv1.u504.d20160628.t141426.jpg,https://tiki.vn/man-hinh-gaming-samsung-s22f350fhe-22inch-fullhd-4ms-60hz-tn-hang-chinh-hang-p518633.html?src=ss-organic,Not available,Not available,-7%,Yes,Yes,No,No
549,RAM Laptop DDR4 Micron 8GB Bus 3200 SODIMM - Hàng Nhập Khẩu,850.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/0d/03/6b/b81c2ecdb9b5c6b0e6f6c1c11b52f6f9.jpg,https://tiki.vn/ram-laptop-ddr4-micron-8gb-bus-3200-sodimm-hang-nhap-khau-p76466253.html?src=ss-organic,6,5.0,-14%,Yes,No,No,No
550,Ổ Cứng WD WDBU6Y0040BBK-WESN 4TB Elements USB 3.0 - Hàng Chính Hãng,3.350.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/27/52/a5/7a681be52f7ee162ad07671e7a9959b4.jpg,https://tiki.vn/o-cung-wd-wdbu6y0040bbk-wesn-4tb-elements-usb-3-0-hang-chinh-hang-p13095459.html?src=ss-organic,6,4.2,-7%,Yes,Yes,Yes,Yes
551,Bộ Phát Sóng Wifi Router Tenda F9 Chuẩn N 600Mbps - Hàng Chính Hãng,370.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5552.d20170828.t160432.94037.jpg,https://tiki.vn/bo-phat-song-wifi-router-tenda-f9-chuan-n-600mbps-hang-chinh-hang-p857916.html?src=ss-organic,46,4.7,-38%,Yes,No,No,No
552,Ổ cứng HDD WD 500GB tím - Hàng nhập khẩu,382.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/o-cung-hdd-wd-500gb-tim-hang-nhap-khau-p15219201.html?src=ss-organic,23,4.0,-49%,Yes,Yes,No,No
553,Bộ Máy Tính Để Bàn Dell Optiplex ( Corei5 - 2400 / 4gb / SSD 120GB ) Và Màn Hình Dell 19.5INCH - Tặng Ngay Bàn Phím Chuột + Lót Chuột + USB Wiif. - Hàng Nhập Khẩu,5.690.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/10/ef/2d/bd354e3372f8d5c4586c4b29378afa95.jpg,https://tiki.vn/bo-may-tinh-de-ban-dell-optiplex-9010-corei5-2400-4gb-ssd-120gb-va-man-hinh-dell-20-inch-tang-ngay-ban-phim-chuot-lot-chuot-usb-wiif-hang-nhap-khau-p24505347.html?src=ss-organic,5,4.4,-14%,No,No,No,No
554,Kích sóng wifi Repeater pro băng thông 300 Mbps,240.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/0f/3a/68/75a79ed5237640ffe45b7cff906a12e8.jpg,https://tiki.vn/kich-song-wifi-repeater-pro-bang-thong-300-mbps-p46645696.html?src=ss-organic,22,4.5,-56%,Yes,Yes,No,No
555,Màn Hình Thông Minh Smart Monitor Samsung LS27AM500NEXXV 27inch/Full HD (1920x1080) 8ms/60Hz/VA/Tích Hợp Loa/Hệ Điều Hành Tizen - Hàng Chính Hãng,5.800.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f7/ca/04/bf4c00517d8e0620a5af7d2d278b6330.jpg,https://tiki.vn/man-hinh-thong-minh-smart-monitor-samsung-ls27am500nexxv-27inch-full-hd-1920x1080-8ms-60hz-va-tich-hop-loa-he-dieu-hanh-tizen-hang-chinh-hang-p75982361.html?src=ss-organic,1,5.0,-2%,Yes,No,Yes,No
556,Bàn phím máy tính R8 1805 + Tặng lót chuột - Hàng nhập khẩu,91.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f4/e5/13/0c2c8f5cfe0c45d1a6a1f6bcf896c07b.jpg,https://tiki.vn/ban-phim-may-tinh-r8-1805-tang-lot-chuot-hang-nhap-khau-p11023405.html?src=ss-organic,20,4.7,-41%,Yes,Yes,No,No
557,Bàn phím không dây Logitech K270 - Hàng Chính Hãng,364.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/a4/7a/d9/188ca658f2c47ef5b3e003f468aa0a89.png,https://tiki.vn/ban-phim-khong-day-logitech-k270-hang-chinh-hang-p10140056.html?src=ss-organic,4,4.8,-26%,No,No,No,No
558,Bàn phím bluetooth Mini KB - A6	  ,154.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/a4/f7/d1/3f8f9ffc1396fd0f9b8ed86871728152.jpg,https://tiki.vn/ban-phim-bluetooth-mini-kb-a6-p11244014.html?src=ss-organic,15,3.8,-36%,Yes,No,No,No
559,Pin Dành Cho Laptop Dell Vostro 3558 3458 Inspiron 3552 3558 5451 5459 5755 3451 3458 5455 5458 3551 3558 5551 5558 5559,450.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/58/bf/7c/f0eed38cffe932141147ea3ac958a1e2.jpg,https://tiki.vn/pin-danh-cho-laptop-dell-vostro-3558-3458-inspiron-3552-3558-5451-5459-5755-p49652338.html?src=ss-organic,6,5.0,-18%,Yes,No,No,No
560,"Giấy In Màu Kỹ Thuật Số MEDIA 1 Mặt Bóng (Glossy) Khổ A4 (210 x 297mm) Định Lượng 230gsm 50 Tờ, Dùng In Ảnh Màu & Tài Liệu Màu - Hàng Chính Hãng",73.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/38/6e/30/d82505f069a90dc4fe4ea418b06d32a2.jpg,https://tiki.vn/giay-in-anh-media-1-mat-bong-glossy-a4-21-x-29-7cm-230gsm-50-to-hang-chinh-hang-p32453922.html?src=ss-organic,48,5.0,-30%,Yes,Yes,No,No
561,Dây mạng bấm sẵn 2 đầu Cat6 UTP Patch Cords dài 1M UGREEN NW102 11201 - Hàng Chính Hãng,30.500 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/ea/ea/26/67314185a4fd220677279723ffd20c07.jpg,https://tiki.vn/day-mang-bam-san-2-dau-cat6-utp-patch-cords-dai-1m-ugreen-nw102-11201-hang-chinh-hang-p6398873.html?src=ss-organic,20,5.0,-49%,Yes,No,No,No
562,Ổ Cứng SSD Samsung 980 Pro M2 PCIe 4.0 - Hàng Nhập Khẩu,2.100.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/fc/ed/83/d0925a78f2df4b45c27552e67e6c2916.jpg,https://tiki.vn/o-cung-ssd-samsung-980-pro-m2-pcie-4-0-hang-nhap-khau-p70944880.html?src=ss-organic,6,4.8,-24%,Yes,Yes,No,No
563,Thiết Bị Kích Sóng Wifi Xiaomi Pro - Đen - Hàng Nhập Khẩu,241.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/2b/35/f6/f797d40f55a3e082a6660cc58a455780.jpg,https://tiki.vn/thiet-bi-kich-song-wifi-xiaomi-pro-den-hang-nhap-khau-p1685931.html?src=ss-organic,3,5.0,-27%,No,No,No,No
564,Ổ Cứng SSD WD Blue 3D NAND 1TB WD WDS100T2B0A (2.5 inch) - Hàng Chính Hãng,2.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/cf/3d/0c/a6c1b0f81e8a7ede5f5a8f34b3c6d80e.jpg,https://tiki.vn/o-cung-ssd-wd-blue-3d-nand-1tb-wd-wds100t2b0a-2-5-inch-hang-chinh-hang-p991339.html?src=ss-organic,12,4.8,-40%,Yes,Yes,No,No
565,Máy Scan Canon Lide 400 - Hàng Chính Hãng,2.340.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/a5/a0/fe/024d7d71641b1f2e64418e6687dfba50.jpg,https://tiki.vn/may-scan-canon-lide-400-hang-chinh-hang-p8114283.html?src=ss-organic,17,4.8,-11%,Yes,No,No,No
566,Card Mạng Không Dây Wifi Asus PCE-AX3000 (Tray Không Hộp)  WiFi 6 (802.11ax) Băng Tần Kép Bluetooth 5.0 Bảo Mật Mạng WPA3 OFDMA MU-MIMO - Hàng Chính Hãng,790.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/0b/1d/5e/8c3029f680dfc361a69470cae9a4830b.jpg,https://tiki.vn/card-mang-khong-day-wifi-asus-pce-ax3000-tray-khong-hop-wifi-6-802-11ax-bang-tan-kep-bluetooth-5-0-bao-mat-mang-wpa3-ofdma-mu-mimo-hang-chinh-hang-p73937067.html?src=ss-organic,5,5.0,-34%,Yes,Yes,No,No
567,"Combo 5 lọ mực đổ máy in Hp, Canon Xppro 140g  (Canon2900, Hp1010)",160.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/7c/03/58/c89fb205f87c5d3d49bd52759529b172.jpg,https://tiki.vn/combo-5-lo-muc-do-may-in-hp-canon-xppro-140g-canon2900-hp1010-p62731979.html?src=ss-organic,12,4.5,-20%,No,No,No,No
568,"(BỘ 4/6 MÀU) Mực in phun Thuận Phong TP50 (100ml) dùng cho máy in phun Epson, HP, Canon - Hàng Chính Hãng",99.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/c6/79/9f/9efb0545decc74e44aa16bfb31f6724a.jpg,https://tiki.vn/bo-4-6-mau-muc-in-phun-thuan-phong-tp50-100ml-dung-cho-may-in-phun-epson-hp-canon-hang-chinh-hang-p72042710.html?src=ss-organic,11,4.6,-34%,No,No,No,No
569,Màn Hình Cong Samsung LC32F391FWEXXV 32inch FullHD 4ms 60Hz VA - Hàng Chính Hãng,5.150.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/31/8a/7b/f537bf3c31115b6355af54a506f6db88.jpg,https://tiki.vn/man-hinh-cong-samsung-lc32f391fwexxv-32inch-fullhd-4ms-60hz-va-hang-chinh-hang-p576784.html?src=ss-organic,Not available,Not available,-14%,Yes,Yes,Yes,No
570,Phần mềm Office Home and Student 2019 English APAC EM Medialess P6 (79G-05143) - Hàng Chính Hãng,2.090.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/86/75/8b/074732978c67aa3bc6b02de7d39972d9.png,https://tiki.vn/phan-mem-office-home-and-student-2019-english-apac-em-medialess-p6-79g-05143-hang-chinh-hang-p53085970.html?src=ss-organic,31,5.0,-16%,Yes,No,No,No
571,Ổ Cứng SSD HIKVISION E100 SATA III - Hàng Chính Hãng,570.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/5b/a9/60/08d0be2ccd4b57c1d85129ae158bb54d.jpg,https://tiki.vn/o-cung-ssd-hikvision-e100-sata-iii-hang-chinh-hang-p43801338.html?src=ss-organic,1,5.0,-17%,Yes,Yes,No,No
572,Máy Chiếu Mini LCD LED Projector PD300 Cao Cấp AZONE,825.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/89/46/f9/c129e330c4e0f502866f7248d0b68b91.png,https://tiki.vn/may-chieu-mini-lcd-led-projector-pd300-cao-cap-azone-p41694647.html?src=ss-organic,4,3.3,-34%,Yes,Yes,No,No
573,Màn Hình HP 24inch Full HD 5ms 60Hz IPS LED 24FW 3KS63AA - Hàng Chính Hãng,3.990.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tiki.vn/man-hinh-hp-24inch-full-hd-5ms-60hz-ips-led-24fw-3ks63aa-hang-chinh-hang-p14089477.html?src=ss-organic,5,4.8,-7%,Yes,No,Yes,No
574,RAM Laptop Hynix 8GB DDR3L Bus 1600MHz - Hàng Nhập Khẩu,780.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f0/06/8e/ad4661439cc76f9a1a79fbb1287e54f4.jpg,https://tiki.vn/ram-laptop-hynix-8gb-ddr3l-bus-1600mhz-hang-nhap-khau-p10001388.html?src=ss-organic,37,4.5,-13%,Yes,No,No,No
575,Bộ thu Wifi USB LB - LINK WN151 - Hàng chính hãng,79.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/a0/0d/90/22857fba2367cb5f4731a803348609ce.jpg,https://tiki.vn/bo-thu-wifi-usb-lb-link-wn151-hang-chinh-hang-p21057555.html?src=ss-organic,14,5.0,-17%,Yes,No,No,No
576,Hộp mực dùng cho máy in HP 1102 ( 85A),112.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/9c/3d/fc/4755248f88767f2bb63eab4139f17f7a.jpg,https://tiki.vn/hop-muc-dung-cho-may-in-hp-1102-85a-p7458771.html?src=ss-organic,94,4.7,-41%,Yes,No,No,No
577,Chân đế tản nhiệt laptop,28.500 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/2f/6a/ab/01ccad1ad4ba72b8ce13af528a06903a.jpg,https://tiki.vn/chan-de-tan-nhiet-laptop-p4268915.html?src=ss-organic,Not available,Not available,-38%,Yes,No,No,No
578,TP-Link  TL-SG1008D - Switch Để Bàn 8 Cổng  - Hàng Chính Hãng,418.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/5/65c2316d6aac61511c8e62c0447415ba.jpg,https://tiki.vn/tp-link-tl-sg1008d-switch-de-ban-8-cong-hang-chinh-hang-p456500.html?src=ss-organic,66,4.7,-29%,Yes,No,No,No
579,TP-Link  TL-WR941HP - Bộ Phát Wifi Công Suất Cao 450Mbps - Hàng Chính Hãng,855.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/l/tl-wr941hp_1.u579.d20160928.t154648.327607.jpg,https://tiki.vn/tp-link-tl-wr941hp-bo-phat-wifi-cong-suat-cao-450mbps-hang-chinh-hang-p548496.html?src=ss-organic,60,3.8,-22%,Yes,No,No,No
580,Card Âm Thanh 7.1 USB Creative Sound BlasterX G1 - Hàng Chính Hãng,879.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5276.d20170615.t144216.832993.jpg,https://tiki.vn/card-am-thanh-7-1-usb-creative-sound-blasterx-g1-hang-chinh-hang-p688845.html?src=ss-organic,29,4.9,-19%,Yes,Yes,No,No
